Gene.names	log2ratio	pValue
DCC	0.314688772125951	0.0506735954557317
CWC15	0.54705506993183	0.0543965662711049
AMPD2	0.337049872826253	0.0562666895266725
GRIPAP1	0.310503669300992	0.0509199995784885
WDR33	0.573973742180762	0.0509199995784885
HIST1H1C	0.490963375968963	0.0509199995784885
ARF6	-0.431098225472564	0.0513819148316361
IDH2	0.180510313978829	0.0511090052413097
DPYSL2	-0.357973645256251	0.0513149786567875
ATP6V1D	0.273007696968584	0.0513149786567875
TMED4	0.278885247273081	0.0513149786567875
SCAF1	-0.572614128829862	0.0515375850662338
STMN1	0.305270769467299	0.0517885265010201
STRN3	0.366318304078654	0.0517987379509156
PHF6	0.335835938544978	0.0518949501188701
EIF3M	-0.273088337197759	0.0522705270925577
TMED7	0.218965720288935	0.0522705270925577
C21orf33	-0.299453490770006	0.0529742494835259
AIP	0.409012236133233	0.0523626992371354
EEA1	0.359444318898081	0.0533648640828314
TLDC1	-0.510031373023331	0.0533648640828314
CRKL	0.304032584219069	0.053543669721256
ETFB	0.240776950507353	0.0535661392537201
SPECC1L	0.372600618710631	0.0540757633177307
KIF21A	0.242584754338896	0.0540757633177307
H2AFV	-0.548342359735756	0.0542673051770675
PDXDC1	-0.30639402402327	0.0547500718528094
SCYL1	0.326294537371989	0.0545317436786543
NUP153	0.235576380050919	0.0546625417313648
CNP	0.225933305141606	0.0546625417313648
CALR	-0.330514227290003	0.0546625417313648
SCAF8	0.425199604943124	0.0547500718528094
SF3B1	0.275410143235671	0.0547500718528094
APPL1	0.397741198351685	0.0548260744650853
HSPA4	0.206123367461679	0.0552421563053805
PSIP1	0.257267968585321	0.0553034422936194
PAPSS1	0.261248343630495	0.0553034422936194
AKR7A2	0.352219351169083	0.0553662359517061
COPG2	-0.201087022142424	0.0553662359517061
PON2	-0.288968997008681	0.0554326245234231
MAP1LC3B	-0.427640753459595	0.0556824506309667
LDHA	0.264493082524339	0.0556817714258187
MGST1	0.273880100718333	0.0588005132994343
NNT	0.23186516401465	0.0556824506309667
SURF4	-0.356951582961699	0.0556824506309667
DDX17	0.255780500649031	0.0556824506309667
STRAP	0.267348142471199	0.0556824506309667
CD99	0.444024243852965	0.0556824506309667
PFAS	0.200241984278296	0.0556824506309667
SUCLG1	0.468810232694597	0.0556824506309667
RABEP1	0.281231157098929	0.0556824506309667
ZMPSTE24	-0.30971392224685	0.0556824506309667
RPS6	0.258428196128659	0.0556824506309667
RPL34	0.389486251526428	0.0617406593793979
EIF3K	0.267191311837735	0.05574098822367
RBBP5	-0.489041486471884	0.0562666895266725
VBP1	0.352474611977183	0.0561756987036314
FHL1	0.323901292405456	0.0562666895266725
BCAT1	-0.395123691989525	0.0562666895266725
SAFB	0.29671136707972	0.0562666895266725
PBDC1	0.327773741032725	0.0562666895266725
BZW1	0.258287714187691	0.0564151212852685
RPS21	0.335172433356167	0.0568007279539754
PPID	0.455576519264618	0.0568211866648636
GDPD1	-0.18013239041991	0.0568211866648636
NAGK	0.232738185930636	0.0569838628247287
TOP1	0.292325895157596	0.0571240349105841
RAB2B	0.208404982614315	0.0573038122538251
PHF5A	0.488970236384862	0.057558342935134
PPP1R8	0.266622054248518	0.0577705025169932
FXR2	0.25829934607653	0.0578065057158914
LASP1	0.290370442230099	0.0578136929898663
NAE1	0.385014386956676	0.0578136929898663
SNRPF	0.525823483527741	0.0578932374119464
CBS	0.301404537080501	0.0578932374119464
NDRG3	0.440070648592602	0.0580236677796973
NDUFS8	0.258556082931587	0.0582071304412358
MAP2K1	0.322139913532872	0.0677982319655971
SUN2	-0.37465254223347	0.0590075039239723
MAVS	0.310940666346983	0.0590149798765464
KAT7	0.219113577139179	0.0590149798765464
AKAP9	0.392002575820065	0.0590726753200568
CRABP1	0.330773817136581	0.0591513931155499
CPSF3	0.223675658490595	0.05920732516282
AKR1B1	0.175580428002789	0.0593752487286815
YBX1	0.228567685642727	0.0593752487286815
PLRG1	0.339518781253247	0.0594847538767415
CHMP5	0.24623639368069	0.0595472610750197
CMPK1	-0.567189087827206	0.059547554128238
NRBP1	-1.12787330104963	0.059547554128238
SMU1	0.241767967691768	0.0596049614002698
SRSF3	0.460148152255652	0.0599007080990787
KPNA4	-0.359198220123243	0.0600587943447101
HSP90AB2P	-0.704732621190367	0.0652223506931756
SMCHD1	0.276111874516992	0.0602369629213962
ZNF618	0.320201008284315	0.0602820647481986
FAM136A	0.254340824347015	0.0609261498320774
CUL4B	0.376248214818713	0.0602881920356252
CBL	0.26258675659113	0.0605645989197451
CRYZL1	0.346281104684675	0.0659329269520728
NUBP1	0.575716922665151	0.0610455808787334
CEND1	0.339229257388943	0.0610455808787334
VPS45	-0.257061220800079	0.0610455808787334
PDAP1	0.329449222096944	0.0611208213157318
UBQLN1	-0.286808481319486	0.0616169692829496
ANXA1	-0.333588880404811	0.0616875929421858
GPX4	0.31031255755935	0.0617406593793979
HEBP2	0.323316417595112	0.0617406593793979
RHOT2	0.289968836231871	0.0665777949424536
NUP214	0.415424334575945	0.0622745984409871
LAMTOR3	-0.341325333349598	0.0689606347654021
RPS19	0.307556982116008	0.062586489329765
ZMYM4	0.350098721749472	0.0629487880214906
GLUL	0.336330300915115	0.0631766003598741
MVB12B	0.424695266277844	0.0631888390383126
UQCRQ	0.264606148532856	0.0631888390383126
MAPT	0.395305335410775	0.0631888390383126
SOD1	0.333747405815306	0.0633146840514506
PPP1CA	0.290355907114996	0.0634487572670882
SCCPDH	0.270498734278345	0.0638490934880618
HSPA5	0.173045801723728	0.06418881117154
ACADM	0.331944683557769	0.06418881117154
C11orf54	0.301204690123683	0.0644444320101685
H3C1	-3.22827578878533	0.0698856692243446
H3C10	-3.22827578878533	0.0698856692243446
H3C11	-3.22827578878533	0.0698856692243446
H3C12	-3.22827578878533	0.0698856692243446
H3C2	-3.22827578878533	0.0698856692243446
H3C3	-3.22827578878533	0.0698856692243446
H3C4	-3.22827578878533	0.0698856692243446
H3C6	-3.22827578878533	0.0698856692243446
H3C7	-3.22827578878533	0.0698856692243446
H3C8	-3.22827578878533	0.0698856692243446
HPCAL1	0.311017863426709	0.065478794372583
PSMF1	-0.754277112960864	0.0649889625392027
FERMT2	-0.492665704105903	0.0649889625392027
NDUFV1	-0.556772548564503	0.0649889625392027
TARS	0.220003074857907	0.0651700498705307
HARS1	0.2272715912612	0.0656724024990772
PRKAG1	-0.42778673142216	0.0661357136023868
CAPN1	0.226423314233713	0.0658620912914492
AP1B1	0.188171832814415	0.0658620912914492
KIF5C	0.222547499331636	0.0659329269520728
PPP4C	-0.64583262145845	0.0660213908082365
TP53BP1	0.248417651849547	0.0661357136023868
OSBPL8	-0.239789580237304	0.0662328723612965
ESYT2	-0.315066916217649	0.0667582279294422
ILF2	-0.23108857791205	0.0663482587244383
ASF1A	0.51130094326064	0.0664551312358797
HDHD2	-0.3621825930373	0.0665777949424536
MLLT11	-0.566664664317166	0.0712061355756589
FABP5	0.329870525953307	0.0670924065797543
NCKAP1	-0.342035514458999	0.067178666223542
TPRKB	-0.419312492045709	0.0673096507899418
PSMB6	0.492997084758855	0.0675284536587184
LSM5	-0.74677477880649	0.0677982319655971
SNRNP200	-0.195930051807132	0.0679605875559855
HK1	0.270048016194441	0.0682817419340303
FLII	0.288939957031793	0.0683407477789582
YWHAQ	0.20016230466625	0.0684280559705129
PDHX	0.359395891635405	0.0684718685434691
NUP43	0.18679183311842	0.068515918177078
ATP6V0D1	0.308929198615537	0.0689606347654021
MORF4L1	0.358683454025787	0.0692051151194337
CRMP1	0.335731577061907	0.0698619616230586
ARFGEF1	-0.454728132296751	0.070188867363014
DLG3	0.237740290912427	0.0698856692243446
RACK1	0.19374648219798	0.0698856692243446
EIF4A2	0.265381003112878	0.0699013055724707
YLPM1	0.287662253190767	0.0699460979734139
VAPB	0.259502938230899	0.070188867363014
HSP90AA1	-0.306919079636199	0.070188867363014
CELF1	0.258718136373588	0.070188867363014
MAPRE2	-0.703569972079823	0.0703359963136552
AGFG1	0.801266942813516	0.082200056720203
LMAN2L	0.309944761102948	0.0704264523979136
COPS7A	0.497546708436772	0.0762553921153249
HUWE1	0.17100675920225	0.0708131639154173
RAB1B	-0.529258922982077	0.0708512635521499
MARCH5	0.32218421860291	0.0710624862787134
AP3D1	-0.267002578442973	0.0712061355756589
SPCS2	-0.195627014828617	0.0712061355756589
DHX36	-0.562651250888301	0.0712061355756589
EIF3D	-0.357867294555355	0.0712061355756589
PHGDH	0.187522571252977	0.0721852004662406
PPP3CA	0.430064869102523	0.0721852004662406
RPL27	0.213546522436204	0.0725615761464218
HSP90AB1	-0.303463069184644	0.0733494940157696
NSDHL	-0.328714265842059	0.0733494940157696
DFFA	0.249466180403662	0.0734197261887265
ATP1A3	0.276922103616517	0.0734235140052314
CRIP2	0.322748445945809	0.0734235140052314
PPP6C	0.245475678478435	0.0741262377822128
TCOF1	0.21989342671591	0.0741948027577641
COPS4	0.180142707998169	0.0742544852685748
ACTL6A	0.183998415544515	0.0742693634854353
DDX46	0.223894938966819	0.0743748830743165
MRPL49	0.349232182869653	0.0821301278056117
AK2	0.253236382220567	0.0747844164790771
RCC2	0.179724068543067	0.0748657351331295
DNAJB11	0.202487181326628	0.074976502980203
SEC31A	0.216306366506334	0.075730560922682
UMPS	-0.305742975985048	0.0769908768393718
PPM1B	0.279622459698309	0.0762473366666938
TPD52L2	0.284935775921468	0.07829338929188
PSMA1	0.164496149987716	0.078304692675601
CDK5	0.214671880775395	0.0783693088231731
PGM1	0.291062966443196	0.0790498642495894
MAT2A	0.221573498467581	0.0794801014299163
RPL37A	0.259552474477484	0.0798201787900084
TBL1XR1	0.382816107080064	0.0798201787900084
ENAH	0.270190711081401	0.0798887778780153
AFAP1	0.264212816387513	0.0799411114309294
TMOD3	0.19619127425884	0.0801006774316544
RBM15	0.57378815137395	0.0806220136879708
TCEA1	0.295734962098134	0.0806489732104462
HTATSF1	0.342544699680772	0.0807572152845784
RPL27A	0.339646103315623	0.0807572152845784
PSMC1	0.167191885139339	0.0816583627162548
ENOPH1	-0.433199467286592	0.082200056720203
LMNA	0.278062501406534	0.0817373273631011
MCM2	0.268162830417637	0.0818215160913333
NIFK	0.373982312059706	0.081881018825428
ZNF512B	-0.892304614710522	0.0898735086669038
STIP1	0.177526422888523	0.0831515312922013
PRKCSH	0.206139086326747	0.0831515312922013
LDB1	0.268837619008448	0.0831515312922013
TFRC	0.253895867754615	0.0832268750460542
IGF1R	0.306653495848824	0.0834644836732599
NDUFA13	-0.48351701211493	0.0840291289960461
YARS	0.253145006379114	0.08370778396145
MYO5A	0.261585400851398	0.0837971188241352
DNAJC8	0.308826851499585	0.0837971188241352
HIST2H2BE	0.173992213710594	0.0837971188241352
TLE3	0.361733838845758	0.0840342243291692
MOGS	-0.213958300350253	0.0842467792503243
NUP210	0.23131047791583	0.0845504481674102
MTA2	0.268722106092831	0.0845526140290155
CD200	-0.313466240063192	0.0853906052228087
KHSRP	0.257757376273638	0.0853906052228087
LETM1	0.22835933661737	0.0853906052228087
SF3A2	-0.649992177500881	0.0853906052228087
P4HB	0.20568493007174	0.0866811916448875
CCAR2	0.248162104640748	0.0867149694420446
NRDC	0.354591004335585	0.0955406045048883
SPCS3	0.302639881976955	0.0870275916884377
MAP7D1	0.255291634759175	0.0870275916884377
C11orf58	0.333820797073891	0.0872520035613796
MRPL17	0.227144111799692	0.092720534619021
ANKMY2	0.350111341915685	0.0874986543183719
RBM8A	0.315365239207598	0.0885174009579045
TMEM276	0.423799882539591	0.0894449665936336
ZFTRAF1	0.423799882539591	0.0894449665936336
ADH5	0.148209549215231	0.0889061250813952
RPL22	0.391402177782119	0.0891233427889339
HIST1H1E	1.00942091025518	0.0894449665936336
RAB6B	-0.366465936382756	0.0902141610597743
PSMA7	0.175478776076243	0.0896477882704679
KBTBD11	0.30477910653148	0.0923323388037335
MARK2	0.398895796341865	0.0898735086669038
PAICS	-0.229579222696945	0.0902141610597743
GTF2B	0.249619978809104	0.0902141610597743
RPL12	0.181077238557283	0.09047875245174
UCHL3	0.259613045708686	0.0910944938897928
KIF5B	0.204640509860603	0.09119348773478
GBAS	0.262941479581091	0.09119348773478
GNG2	0.267111730208729	0.091310947140373
GRSF1	-0.356202102963096	0.100434139829181
ZC3HAV1L	0.249153318508821	0.0922667387078842
RSRC2	0.253993838718635	0.0932920868299228
DAD1	0.333873477269226	0.0939346657271366
PTK7	0.249185794841562	0.0940468244824615
GNAI3	0.292057551067131	0.0942039488798002
PPT1	0.177841912116833	0.0946271917007714
EPS15L1	0.262499228871565	0.0949769443660331
DCP1A	-0.398145562221053	0.103922563525176
TERF2	0.376984873349784	0.0953275412228137
ARPC4	0.207793375866327	0.0957149665536269
RABGAP1	0.179259492123752	0.0957149665536269
UPF1	0.207053345097069	0.0962910313585171
CKAP5	0.177791405068451	0.0966515030818206
ARHGEF2	-0.347580123326004	0.0968031841327466
TBPL1	0.41677104470503	0.0968031841327466
DEK	0.266103113937326	0.0968398271278774
PSMA5	0.250706595932684	0.0969110160760073
CREB1	0.3838602276623	0.112257700438239
CSNK1A1	-0.303327088203087	0.0970168052010999
REM2	0.230177414294428	0.0970168052010999
LSM3	0.27537191818794	0.0975889424172153
LAP3	0.250325895529659	0.0976859651218868
SRSF1	0.294839942707775	0.0976859651218868
MGST3	-0.478416715009384	0.0984550386820268
FDFT1	-0.196428473550387	0.0977538458549033
CAPRIN1	0.257683596058992	0.098105998392511
EIF3B	0.198779499971806	0.0984550386820268
CDC42BPB	0.269896757155404	0.0995647088023952
RPA1	0.207795039061978	0.0997759265324207
PEBP1	0.186659767712825	0.0998865530477657
SENP3	0.321378293595131	0.109834673630375
MRTO4	0.276733374129435	0.104268085876056
RAB8A	0.25343843904577	0.100139939885097
ADD2	0.240966037427029	0.100744402210523
ARL8A	0.490387733660494	0.112316859233411
TRA2A	-0.323269622052695	0.101426418144066
PKM	-0.325031703345314	0.102108297852967
PEX19	0.338094746978456	0.101426418144066
GTF2I	0.198934525462224	0.101723133044452
CDC5L	0.195737040576986	0.101723133044452
PDE12	0.219608083784184	0.102108297852967
GEMIN5	0.379266841161872	0.110479418754044
GM2A	0.387407574573132	0.102316072987732
NME7	0.325718555650656	0.110664761198358
GFPT1	0.330614287615774	0.102610659689292
HMOX2	0.338442181511191	0.102610659689292
METTL16	0.269278232082133	0.106931531757159
COX7A2	0.231157107162858	0.103922563525176
MAP1A	0.188749833208011	0.102959822209578
VPS26A	0.214697584422854	0.103922563525176
NDUFB11	-0.260784658213964	0.103922563525176
SCP2	0.356053760055861	0.103922563525176
CAPZB	0.179358930867696	0.103922563525176
SF3A3	0.233703395407087	0.103922563525176
PIN1	-0.232460001640359	0.103922563525176
SMARCD3	0.304210818938785	0.1090408906619
POLR2G	0.288843302746034	0.103922563525176
MYO1B	0.244319968320529	0.103922563525176
C1QBP	-0.373667511541605	0.103922563525176
TAGLN2	-0.325030787188169	0.113223286861327
HNRNPA2B1	-0.238793281723993	0.104268085876056
PRPF19	-0.184265279173957	0.104268085876056
DDX5	0.227884964003692	0.104268085876056
DYNLRB1	-0.285011949141637	0.104268085876056
AGAP3	0.239340271677236	0.104268085876056
PFDN2	0.352936649513232	0.104268085876056
PKM	-0.569850955631409	0.104268085876056
THOP1	0.202592284914811	0.104268085876056
MIA3	0.337727485220622	0.104535321586264
ESD	0.163171395818186	0.105053135603063
HNRNPAB	-0.239680136446509	0.105762881093555
DCTPP1	0.402977250189696	0.105762881093555
HEATR1	-0.383846466559234	0.106781672269285
RPL32	0.229737640418481	0.10859071910233
MSH2	0.212396831930693	0.1090408906619
RRBP1	0.310918755033967	0.109050874341434
WDR77	0.291509409776836	0.109402723877615
NACC1	0.313110238611866	0.110637022066087
MAPK10	-0.327577440172568	0.109834673630375
LRSAM1	-0.289836389303403	0.110664761198358
NUDT5	0.234899142095379	0.111052140242033
EIF3G	0.296127845382511	0.111200828346028
VTI1B	0.320978613658035	0.112150657012015
NUP155	0.200547540530845	0.111625661980054
MCCC2	0.275911623294832	0.111625661980054
RAB21	-0.253139681461384	0.112363124361897
KIF1A	0.238920614496358	0.112606169861261
CEP170	0.170428038803227	0.113375836111614
CORO2B	0.334971434433069	0.124453991523797
CHN1	-0.388368669550992	0.114663092779411
CIRBP	-0.629847863424438	0.113772616432372
NAA25	0.18554280347227	0.12438218196857
NOP2	0.354181091679227	0.114111744094833
DDX19A	-0.359835492836222	0.131006974894351
KCTD15	0.24607619921618	0.116480919527498
ZNF326	0.192187854672031	0.115632760487625
TTC1	0.310520900268152	0.115793194404112
RPL18A	0.20055804084976	0.116480919527498
ELAC2	0.350142676179118	0.116544429868008
GTF3C1	-0.304473814326812	0.11701005442173
RRP1B	0.253668337906831	0.11701005442173
VAPA	-0.220634600518913	0.117234132770725
ACAT1	0.192265705024372	0.117234132770725
BAX	0.27526473594715	0.118109539845986
BSCL2	0.228380618735756	0.1285303090016
ELAVL2	0.218679391723668	0.118698757519583
FLNA	0.152379253529784	0.118867626955496
NUDCD2	0.251318341910263	0.119037547366484
PHACTR4	0.271769292584615	0.123397135982234
MAZ	0.302464298483422	0.120479923254168
PPP2R5D	0.231747309087392	0.120479923254168
ECI1	0.212630263686101	0.121236363968229
NUTF2	-0.441653988885957	0.12169075122546
BCLAF1	0.231214105977944	0.121756839775451
RBM17	0.249941705781222	0.12224412812036
RPS9	0.182782509864563	0.12224412812036
TSFM	0.296433156570814	0.123573928867268
RRAGC	-0.262840311257829	0.123042596071533
CSDE1	0.180436377163097	0.123042596071533
EPHB2	0.249027812334475	0.123246282474015
SSB	-0.215418726317154	0.123246282474015
SLC25A6	0.26314908639749	0.123908381273118
COPG1	-0.185415599260029	0.123908381273118
PEX14	0.27586081275382	0.123956077039502
PCID2	0.34661450646589	0.129313459245177
SMARCA4	0.177149751989571	0.124020403639566
PLXNB2	0.23149066453238	0.124020403639566
ESYT1	-0.228603225414883	0.124328292293743
ZC3H4	0.210571091132916	0.12438218196857
PPIA	-0.326939559454111	0.12438218196857
DDAH2	0.161491143400426	0.12438218196857
PGRMC2	0.326187529792914	0.124453991523797
DDX21	0.218027387185849	0.12448954099254
RCC1	0.236295181989206	0.12500858129839
KARS	0.150013690156293	0.12500858129839
REPIN1	0.602513083709159	0.12500858129839
EIF4E	0.220813113819091	0.126619685300815
ERP44	0.245041468755097	0.127126400341596
NRF1	0.259926914904781	0.127126400341596
CSNK2A2	-0.300515318280581	0.127126400341596
NOVA2	0.265874841129765	0.127287402540399
ZNF219	0.337854767186585	0.127504658595588
TMA7	0.416871125219643	0.139156521236441
SNRNP40	0.192097951048943	0.1285303090016
STT3A	0.299479447248679	0.128539860276787
ADSL	0.189618646579518	0.128539860276787
NEDD4L	0.175229282356739	0.128789998850745
MPRIP	0.252634999180735	0.128986465595382
PAPOLA	0.29513078589062	0.128986465595382
BAG6	0.202659074664794	0.128986465595382
PRKACA	0.203206995055837	0.128986465595382
TLE1	0.295254000754607	0.129034590239883
GORASP2	0.203971471077249	0.129064426196448
RSBN1	0.286442284236127	0.158060389140081
TNKS1BP1	0.193536445381351	0.129668372402953
DCXR	0.31200925408341	0.129910987561967
TFAP2B	0.310551430574019	0.129910987561967
NBEA	0.167036820601847	0.1299526781564
PLAA	0.189541994676595	0.131872368919249
HIBCH	-0.234094639654476	0.131949469851172
TCAF1	0.228861377696813	0.131949469851172
SLC9A3R1	0.279350092114772	0.139129040806358
RECQL	0.233262685892029	0.133054837452548
ATP2A2	0.143599036384312	0.133247745703905
HACD3	-0.169348544023485	0.133440828812306
BTF3	-0.228532202655938	0.133519412359191
ACTN4	-0.252712958511957	0.133869883118776
CRTC1	-0.23691532027701	0.136843798027186
CBX3	0.273545971070519	0.135503245934838
PRKAR1A	0.202211507731597	0.135665954197828
CLIP1	-0.343328189253288	0.143080574854289
RBM15B	0.288998854490288	0.136367197380883
NIPSNAP1	-0.640121509163691	0.136881218747189
ACTR1A	-0.277684773110426	0.136886625497421
GMPS	0.253502345350917	0.13762585991099
CLINT1	0.339203273587778	0.13762585991099
NDUFB5	0.227621081115828	0.14369794989498
NME2	-0.337818105379888	0.138127912748762
CAPNS1	0.212119012902146	0.138127912748762
EPB41L3	0.200787537319751	0.138127912748762
RPLP0	0.195526269993145	0.138405228840056
NCAM1	0.260125162469045	0.138405228840056
EXOSC2	-0.268121851492346	0.139117442835747
RBM6	0.337149867863044	0.158941973437268
DUSP3	0.186543148969392	0.139130932781201
OSBPL11	0.319972114842987	0.139130932781201
MAGED2	0.260659173905267	0.139130932781201
UBXN1	0.279265308388503	0.139130932781201
PCYT1A	0.250358490093092	0.160523945890625
GRHPR	-0.195251160605068	0.139130932781201
SCRN1	0.18038000802721	0.139130932781201
AIFM1	0.150030333450403	0.139222683497759
NAV1	0.283249459223985	0.139809677919721
DNAJC10	0.236523254041458	0.141459502956753
SNRPD3	-0.368042937472598	0.140969902142745
GSTP1	-0.421266446130641	0.141044639613588
ANXA2	-0.259631286282549	0.141119305429989
SH3BGRL	0.213368217866865	0.141312695071292
ACAA2	0.132831706499211	0.141312695071292
HCFC1	0.193545165673061	0.141329849127002
RB1	0.228622534231508	0.14152156930196
HNRNPM	0.154619220342678	0.142398928605149
LIPA	-0.279330487998539	0.14323245094437
TOM1	-0.428202549295872	0.157726384164949
HMGB1	-0.253912832068096	0.14323245094437
RPL26L1	0.334240034988444	0.14323245094437
ERH	0.290854015090424	0.14323245094437
TRAP1	0.179008292042298	0.143321722096751
PPP4R3A	-0.236424904242185	0.143326515429124
DAZAP1	0.330584424304167	0.143729802660894
PAK2	0.188575733858208	0.144730189434096
SETMAR	0.330007535578094	0.166684558310655
MYH10	0.298971080716392	0.145609000774736
PFDN1	0.33399131324304	0.166816342487982
CDC73	0.182201815193149	0.145809672913276
TPR	0.168387874124992	0.145809672913276
SF3B2	0.175249250755577	0.145905032272335
PA2G4	0.162786684169731	0.145905032272335
MECP2	0.230880832365866	0.14604438955935
AP2B1	-0.244574989924359	0.146545272346415
UBE2K	0.243120656540114	0.148055995549938
AP1M1	0.169851032369468	0.149146896374904
DHX15	0.215399998001985	0.150011425124304
UBE2D2	-0.919311235873227	0.166061345040687
GLRX	-0.394290002975151	0.15152806065245
AKR1C1	-0.231455162234493	0.166255440073591
MAP4	0.178310570200434	0.152213036078414
RHOA	-1.21537557934412	0.166878898317218
DNTTIP2	0.33952555348219	0.184995995872709
RPRD1B	0.171267475426301	0.154847727991727
PPWD1	0.268449587606394	0.168895296385361
PPIB	0.158299568371955	0.155579293316418
PSMC4	-0.16326708328323	0.155630773802851
RPSA	0.158761982674477	0.15605809448685
CYB5R3	-0.240238030505164	0.156183167838338
UGGT1	0.119688363082137	0.156641739788992
AHCTF1	0.209201198397746	0.157103051615766
NFASC	0.247078499383051	0.157103051615766
SPAG7	-0.410755946851431	0.158941973437268
CUL2	0.410644167888194	0.157766466785003
SCD	-0.409986285321047	0.15891607388487
TIGAR	-0.249366538690619	0.158941973437268
ALDH2	0.143650205357641	0.158060389140081
OGFR	0.277633465927121	0.15891607388487
TMX4	0.341756576624892	0.158941973437268
UBXN4	-0.311530110573688	0.158941973437268
EDC4	0.131881952582482	0.159136309070518
ZNF462	0.204132498149402	0.159206090115808
RTFDC1	0.386599266003628	0.192656229906565
SCLY	0.296765588072333	0.160755826126549
SRSF9	0.239814766549244	0.160755826126549
PTPN23	0.186549037415933	0.160956695222345
ALG9	0.276175057091681	0.162705101084864
CSNK1E	0.738927829981137	0.18048445801955
EPB41L1	0.527108700663565	0.178688877065532
GPHN	0.216569968560709	0.164111413219126
CIZ1	0.287621054901244	0.164111413219126
CAP2	0.176685774103113	0.164111413219126
EIF4G1	0.142575410133897	0.164111413219126
RAB1A	-0.597783834699548	0.164147075830376
RPS13	0.120128547766388	0.164339419041393
NCOA5	0.228023908637102	0.164547940499571
CD276	-0.429321365289756	0.164769805592016
USP7	0.158785392187863	0.164922316833235
EIF2B4	0.195612875173019	0.164922316833235
SNRPC	0.339973475824301	0.16500860697593
LRRFIP1	0.300806635139686	0.179997214611267
LAMTOR1	0.274463959730411	0.166255440073591
EXOSC3	0.240450295569556	0.166684558310655
COLGALT1	-0.281650665750156	0.166788660009617
COPA	0.147854430255563	0.166816342487982
SCRIB	-0.207346405861689	0.16684583805336
RPL24	0.186536082709562	0.16685161208905
UBAP2L	0.18497153586674	0.167597074007766
GALE	-0.372232398313329	0.169212319002627
ATAT1	0.158740003822537	0.168895296385361
ARF4	0.255694736938651	0.169021105380106
ROCK2	0.245831534793695	0.169021105380106
CYCS	0.217133341585644	0.169212319002627
RBM33	0.270157582128004	0.169212319002627
MARCKSL1	0.20161089312904	0.169274984653341
MTHFD1	0.18509207014726	0.169403031378168
HDDC2	0.504753765353342	0.20843386189226
CRABP2	0.39480350887581	0.169774844052672
HGS	0.159836180152883	0.169774844052672
GNAI2	-0.264648761066155	0.170284722089816
HSDL1	0.194960402761946	0.170284722089816
DST	0.161627789752167	0.170934731084705
HIST1H2BM	0.296667100122171	0.171222676959153
MRPL14	-0.351785294328867	0.171759374070033
SCARB2	0.27237858070081	0.172269006829958
VPS37B	-0.279613437744544	0.173521605580594
RABL6	0.252801643842268	0.173881238750454
FAM114A2	-0.297075740728282	0.191218377442683
RHEB	0.252845957555028	0.174662243000937
PRRC2A	0.229366547982728	0.174733971746912
RBM25	0.153996124356279	0.174733971746912
NAPG	0.232077390175373	0.174733971746912
PSMC5	-0.256308480780358	0.174904954326563
ATP1A1	0.207203729039236	0.174904954326563
PDCD4	0.282085645625731	0.174904954326563
WDFY1	0.207578902834399	0.174904954326563
LSM8	0.445598207595609	0.174925025643983
SMNDC1	0.257019609106361	0.176547071428334
TMED9	0.276328299524845	0.176547071428334
ERGIC1	0.192180077905142	0.176547071428334
PREP	-0.260540806222291	0.176725254778537
COX6B1	-0.566534617131083	0.176908128761591
IDI1	-0.180588781789414	0.177276379243156
RAD23B	0.182172667074671	0.177276379243156
TXNDC12	-0.446043127144598	0.178302639704804
DDRGK1	-0.270585093959721	0.195609465000414
NUCB1	0.138207100631934	0.178688877065532
WDR37	0.258327992084904	0.178688877065532
NAT14	0.276591642186574	0.179137918482621
GART	0.150887180591912	0.17971400603311
RNMT	0.234025942728913	0.179997214611267
NMD3	0.313009207204566	0.195760455811194
ABAT	-0.166939636462622	0.18048445801955
SNRPB2	-0.362004458712669	0.181134531550532
ASAH1	-0.409357182068366	0.182146866202247
EIF3A	0.127736378431894	0.182368598693986
NUP133	-0.329861229709799	0.182368598693986
SAR1A	-0.510698968290225	0.182368598693986
AIMP1	0.176667527535837	0.18351001768654
TBCD	0.150193874471412	0.183815553385149
AK1	-0.425751976594594	0.184205226381949
TFCP2	-0.243711425403053	0.184218551601492
HSPA8	0.164832480410873	0.184218551601492
LIG3	0.210593736593857	0.184995995872709
ZCCHC3	0.250016590289075	0.184995995872709
PPP1CC	0.233568008189774	0.184995995872709
KHDRBS2	0.417168480550199	0.194030129295856
INA	0.2290202857941	0.184995995872709
FLOT1	0.145069497260952	0.185105293228938
MICAL1	0.339267129785327	0.204584942559332
CMIP	0.190034305389382	0.185252317020447
TMEM167A	-0.245085167496171	0.204720182185953
GOT1	-0.173409278467034	0.185285768645632
DNAJC5	0.281494384142846	0.185285768645632
HNRNPL	0.215890196100627	0.185578136727067
GGH	-0.183791055941395	0.185604198061016
VRK1	0.28816621340285	0.185604198061016
HSPA12A	0.171170057380742	0.185679934217697
NAA10	0.187319132627152	0.186275766265669
SOX3	-0.279020197287217	0.186513553946452
IPO4	-0.212945217649786	0.188766223890211
ZNF346	0.208852679189938	0.188766223890211
DHX9	-0.146131435453032	0.189034294356937
RAN	0.233923488953085	0.189142686472913
ZMYND8	0.246034163290055	0.189810604708944
RPS7	-0.453055079887129	0.190357356700094
